"match_id","id","team_id","home_away","player_id","swap_id","player","position","positionOrder","time_played","goals","own_goals","shots","xG","yellow_card","red_card","roster_in","roster_out","key_passes","assists","xA","xGChain","xGBuildup"
NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,81,89,"h",560,620382,"Sergio Romero","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,89,"h",557,620383,"Matteo Darmian","DR",2,82,0,0,0,0,0,0,620393,0,1,0,0.106513060629368,0.106513060629368,0.106513060629368
81,81,89,"h",628,620385,"Chris Smalling","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.106513060629368,0.106513060629368
81,81,89,"h",548,620384,"Daley Blind","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.127737730741501,0.127737730741501
81,81,89,"h",1006,620386,"Luke Shaw","DL",4,90,0,0,0,0,0,0,0,0,0,0,0,0.0212246645241976,0.0212246645241976
81,81,89,"h",654,620388,"Michael Carrick","DMC",7,61,0,0,0,0,0,0,620394,0,1,0,0.0357420146465302,0.0357420146465302,0
81,81,89,"h",551,620387,"Morgan Schneiderlin","DMC",7,90,0,0,0,0,0,0,0,0,0,0,0,0.163669869303703,0.163669869303703
81,81,89,"h",554,620389,"Juan Mata","AMR",11,90,0,0,3,0.253644913434982,1,0,0,0,0,0,0,0.255811274051666,0.106513060629368
81,81,89,"h",555,620390,"Memphis Depay","AMC",12,69,0,0,3,0.121308878064156,0,0,620395,0,0,0,0,0.0569666810333729,0
81,81,89,"h",631,620391,"Ashley Young","AML",13,90,0,0,1,0.103004261851311,0,0,0,0,1,0,0.064342200756073,0.124228924512863,0.0212246645241976
81,81,89,"h",629,620392,"Wayne Rooney","FW",15,90,0,0,2,0.149580717086792,0,0,0,0,2,0,0.0783814787864685,0.184894546866417,0.127737730741501
81,81,89,"h",907,620394,"Bastian Schweinsteiger","Sub",17,29,0,0,0,0,1,0,0,620388,0,0,0,0.106513060629368,0.106513060629368
81,81,89,"h",552,620395,"Ander Herrera","Sub",17,21,0,0,0,0,0,0,0,620390,0,0,0,0.106513060629368,0.106513060629368
81,81,89,"h",627,620393,"Antonio Valencia","Sub",17,8,0,0,0,0,0,0,0,620383,0,0,0,0,0
81,81,82,"a",651,620396,"Michel Vorm","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,82,"a",638,620397,"Kyle Walker","DR",2,90,0,1,1,0.0730578526854515,0,0,0,0,0,0,0,0.0730578526854515,0
81,81,82,"a",640,620398,"Jan Vertonghen","DC",3,90,0,0,0,0,1,0,0,0,0,0,0,0.109549082815647,0.109549082815647
81,81,82,"a",639,620399,"Toby Alderweireld","DC",3,90,0,0,2,0.0569970905780792,0,0,0,0,1,0,0.0364912301301956,0.0364912301301956,0
81,81,82,"a",660,620400,"Ben Davies","DL",4,90,0,0,0,0,0,0,0,0,0,0,0,0.0661740228533745,0.0661740228533745
81,81,82,"a",643,620402,"Eric Dier","DMC",7,78,0,0,0,0,1,0,620409,0,0,0,0,0.0730578526854515,0.0730578526854515
81,81,82,"a",914,620401,"Nabil Bentaleb","DMC",7,54,0,0,0,0,0,0,620408,0,0,0,0,0,0
81,81,82,"a",642,620403,"Mousa Dembélé","AMR",11,69,0,0,0,0,0,0,620407,0,0,0,0,0.103433363139629,0.103433363139629
81,81,82,"a",646,620404,"Christian Eriksen","AMC",12,90,0,0,3,0.363477677106857,0,0,0,0,4,0,0.222887679934502,0.466911047697067,0
81,81,82,"a",648,620405,"Nacer Chadli","AML",13,90,0,0,0,0,0,0,0,0,0,0,0,0.297303676605225,0.297303676605225
81,81,82,"a",647,620406,"Harry Kane","FW",15,90,0,0,3,0.182190656661987,0,0,0,0,1,0,0.297303676605225,0.357361972332001,0.029682794585824
81,81,82,"a",649,620408,"Ryan Mason","Sub",17,36,0,0,0,0,0,0,0,620401,0,0,0,0.0661740228533745,0.0661740228533745
81,81,82,"a",645,620409,"Dele Alli","Sub",17,12,0,0,0,0,1,0,0,620402,0,0,0,0.0661740228533745,0.0661740228533745
81,81,82,"a",644,620407,"Erik Lamela","Sub",17,21,0,0,0,0,0,0,0,620403,1,0,0.029682794585824,0.029682794585824,0
82,82,73,"h",455,548634,"Artur Boruc","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0.0743307024240494,0.0743307024240494
82,82,73,"h",456,548635,"Simon Francis","DR",2,90,0,0,0,0,0,0,0,0,2,0,0.146675005555153,0.239070996642113,0.191200003027916
82,82,73,"h",458,548637,"Steve Cook","DC",3,90,0,0,0,0,1,0,0,0,0,0,0,0.0240359995514154,0.0240359995514154
82,82,73,"h",457,548636,"Tommy Elphick","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.0781207010149956,0.0781207010149956
82,82,73,"h",459,548638,"Charlie Daniels","DL",4,90,0,0,0,0,0,0,0,0,1,0,0.0153938001021743,0.0394298993051052,0.0394298993051052
82,82,73,"h",461,548639,"Matt Ritchie","MR",8,90,0,0,2,0.0426697991788387,0,0,0,0,1,0,0.0240359995514154,0.0876486971974373,0.0209429003298283
82,82,73,"h",460,548640,"Andrew Surman","MC",9,90,0,0,2,0.0644140988588333,0,0,0,0,4,0,0.21144600212574,0.235482007265091,0.054084699600935
82,82,73,"h",462,548641,"Dan Gosling","MC",9,85,0,0,1,0.41575300693512,1,0,548646,0,0,0,0,0.49387401342392,0.0781207010149956
82,82,73,"h",466,548642,"Marc Pugh","ML",10,70,0,0,2,0.146675005555153,0,0,548647,0,0,0,0,0.148415997624397,0.10054499655962
82,82,73,"h",465,548643,"Joshua King","FW",15,54,0,0,2,0.0750275999307632,1,0,548645,0,1,0,0.0224238000810146,0.121486999094486,0.0240359995514154
82,82,73,"h",468,548644,"Callum Wilson","FW",15,90,0,0,2,0.131566002964973,0,0,0,0,0,0,0,0.617613971233368,0.486048012971878
82,82,73,"h",472,548646,"Eunan O&#039;Kane","Sub",17,5,0,0,0,0,0,0,0,548641,0,0,0,0,0
82,82,73,"h",464,548647,"Max Gradel","Sub",17,20,0,0,0,0,0,0,0,548642,0,0,0,0,0
82,82,73,"h",957,548645,"Yann Kermorgant","Sub",17,36,0,0,0,0,0,0,0,548643,0,0,0,0,0
82,82,71,"a",662,548648,"Brad Guzan","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,71,"a",674,548649,"Leandro Bacuna","DR",2,90,0,0,1,0.0973708033561706,1,0,0,0,0,0,0,0.113668002188206,0.113668002188206
82,82,71,"a",875,548650,"Ciaran Clark","DC",3,90,0,0,0,0,1,0,0,0,0,0,0,0.131936997175217,0.131936997175217
82,82,71,"a",665,548651,"Micah Richards","DC",3,90,0,0,0,0,0,0,0,0,1,0,0.0546761006116867,0.168344005942345,0.113668002188206
82,82,71,"a",961,548652,"Jordan Amavi","DL",4,90,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,71,"a",668,548654,"Idrissa Gueye","MC",9,90,0,0,2,0.131936997175217,1,0,0,0,0,0,0,0.131936997175217,0
82,82,71,"a",669,548655,"Ashley Westwood","MC",9,90,0,0,0,0,1,0,0,0,1,1,0.374081999063492,0.131936997175217,0.131936997175217
82,82,71,"a",677,548653,"Jordan Veretout","MC",9,72,0,0,0,0,0,0,548660,0,1,0,0.0182690992951393,0.131936997175217,0.113668002188206
82,82,71,"a",672,548656,"Jordan Ayew","FWR",14,60,0,0,0,0,0,0,548659,0,0,0,0,0.131936997175217,0.131936997175217
82,82,71,"a",890,548657,"Gabriel Agbonlahor","FW",15,90,0,0,2,0.130160003900528,0,0,0,0,1,0,0.113668002188206,0.243827998638153,0
82,82,71,"a",679,548658,"Scott Sinclair","FWL",16,79,0,0,0,0,0,0,548661,0,0,0,0,0,0
82,82,71,"a",667,548660,"Carlos Sánchez","Sub",17,18,0,0,0,0,0,0,0,548653,0,0,0,0,0
82,82,71,"a",899,548661,"Kieran Richardson","Sub",17,11,0,0,0,0,0,0,0,548658,0,0,0,0,0
82,82,71,"a",671,548659,"Rudy Gestede","Sub",17,30,1,0,2,0.426762014627457,0,0,0,548656,0,0,0,0.0526796989142895,0
83,83,72,"h",600,57164,"Tim Howard","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0.069516196846962,0.069516196846962
83,83,72,"h",585,57165,"Seamus Coleman","DR",2,90,0,0,0,0,1,0,0,0,0,0,0,0.0960125029087067,0.0960125029087067
83,83,72,"h",586,57167,"John Stones","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.0275899991393089,0.0275899991393089
83,83,72,"h",587,57166,"Phil Jagielka","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.0462250001728535,0.0462250001728535
83,83,72,"h",909,57168,"Brendan Galloway","DL",4,65,0,0,0,0,0,0,57177,0,0,0,0,0.0462250001728535,0.0462250001728535
83,83,72,"h",590,57170,"Gareth Barry","DMC",7,90,0,0,1,0.0972732976078987,0,0,0,0,1,0,0.0186350997537374,0.0881512016057968,0.069516196846962
83,83,72,"h",589,57169,"James McCarthy","DMC",7,90,0,0,0,0,0,0,0,0,0,0,0,0.0186350997537374,0.0186350997537374
83,83,72,"h",595,57171,"Kevin Mirallas","AMR",11,79,0,0,1,0.0101560996845365,0,0,57175,0,1,0,0.0972732976078987,0.0830978974699974,0.0729418024420738
83,83,72,"h",592,57172,"Ross Barkley","AMC",12,90,1,0,4,0.0922122001647949,0,0,0,0,1,0,0.213394999504089,0.0922122001647949,0
83,83,72,"h",596,57173,"Tom Cleverley","AML",13,90,0,0,0,0,0,0,0,0,3,0,0.131049007177353,0.150318995118141,0.0192703995853662
83,83,72,"h",594,57174,"Romelu Lukaku","FW",15,90,0,0,2,0.25832599401474,0,0,57176,0,1,1,0.069516196846962,0.142037004232407,0.0275899991393089
83,83,72,"h",824,57176,"Steven Naismith","Sub",17,1,0,0,0,0,0,0,0,57174,0,0,0,0,0
83,83,72,"h",601,57177,"Arouna Koné","Sub",17,25,1,0,2,0.146257996559143,0,0,0,57168,1,1,0.0192703995853662,0.165528997778893,0
83,83,72,"h",598,57175,"Bryan Oviedo","Sub",17,11,0,0,0,0,0,0,0,57171,0,0,0,0,0
83,83,90,"a",564,57178,"Heurelho Gomes","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0.114175997674465,0.114175997674465
83,83,90,"a",565,57179,"Nyom","DR",2,90,0,0,0,0,0,0,0,0,0,0,0,0.0234593003988266,0.0234593003988266
83,83,90,"a",566,57180,"Sebastian Prödl","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.144436001777649,0.144436001777649
83,83,90,"a",581,57181,"Craig Cathcart","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,90,"a",568,57182,"José Holebas","DL",4,90,0,0,1,0.017960000783205,1,0,0,0,1,0,0.0178468991070986,0.160371005535126,0.14241099357605
83,83,90,"a",577,57183,"Ikechi Anya","MR",8,90,0,0,2,0.0901188999414444,0,0,0,0,1,0,0.017960000783205,0.250490009784698,0.14241099357605
83,83,90,"a",572,57184,"Etienne Capoue","MC",9,90,0,0,1,0.0234593003988266,0,0,0,0,1,0,0.07848309725523,0.255988985300064,0.15404699742794
83,83,90,"a",570,57185,"Valon Behrami","MC",9,81,0,0,0,0,0,0,57191,0,0,0,0,0.124563999474049,0.124563999474049
83,83,90,"a",1016,57186,"Miguel Layún","ML",10,61,1,0,2,0.108652003109455,0,0,57189,0,1,0,0.124563999474049,0.263476997613907,0.0302600003778934
83,83,90,"a",582,57187,"Jurado","AMC",12,76,0,0,1,0.0314191989600658,0,0,57190,0,2,0,0.05371930077672,0.209702998399734,0.124563999474049
83,83,90,"a",574,57188,"Troy Deeney","FW",15,90,0,0,3,0.172671005129814,1,0,0,0,1,1,0.114175997674465,0.286846995353699,0.0302600003778934
83,83,90,"a",573,57190,"Odion Ighalo","Sub",17,14,1,0,1,0.114175997674465,0,0,0,57187,0,0,0,0.114175997674465,0
83,83,90,"a",571,57191,"Ben Watson","Sub",17,9,0,0,0,0,0,0,0,57185,1,0,0.0116357998922467,0.0116357998922467,0
83,83,90,"a",578,57189,"Juan Carlos Paredes","Sub",17,29,0,0,0,0,0,0,0,57186,0,0,0,0,0
84,84,75,"h",745,57192,"Kasper Schmeichel","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,75,"h",955,57193,"Ritchie de Laet","DR",2,78,0,0,0,0,0,0,57204,0,0,0,0,0.0662664994597435,0.0662664994597435
84,84,75,"h",748,57195,"Wes Morgan","DC",3,90,0,0,1,0.016160000115633,0,0,0,0,0,0,0,0.422345012426376,0.422345012426376
84,84,75,"h",747,57194,"Robert Huth","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.134117007255554,0.134117007255554
84,84,75,"h",757,57196,"Jeffrey Schlupp","DL",4,90,0,0,1,0.0302044991403818,1,0,0,0,0,0,0,0.789970993995667,0.759765982627869
84,84,75,"h",753,57197,"Marc Albrighton","MR",8,90,1,0,2,0.155680999159813,0,0,0,0,6,2,0.588091015815735,0.932977020740509,0.287353008985519
84,84,75,"h",752,57198,"Daniel Drinkwater","MC",9,90,0,0,1,0.0179833006113768,0,0,0,0,2,0,0.19590899348259,0.579005002975464,0.365112990140915
84,84,75,"h",784,57199,"Andy King","MC",9,90,0,0,1,0.0486612990498543,0,0,0,0,0,0,0,0.423792988061905,0.375131994485855
84,84,75,"h",750,57200,"Riyad Mahrez","ML",10,80,2,0,6,1.24697995185852,0,0,57203,0,4,0,0.456743985414505,0.873699009418488,0.142627999186516
84,84,75,"h",754,57201,"Shinji Okazaki","FW",15,90,0,0,2,0.278311014175415,0,0,0,0,2,0,0.0842498019337654,1.3333899974823,1.0370899438858
84,84,75,"h",755,57202,"Jamie Vardy","FW",15,85,1,0,5,0.774048984050751,1,0,57205,0,3,0,0.280786991119385,1.13831996917725,0.152099996805191
84,84,75,"h",974,57204,"Yohan Benalouane","Sub",17,12,0,0,0,0,0,0,0,57193,0,0,0,0,0
84,84,75,"h",751,57205,"N&#039;Golo Kanté","Sub",17,5,0,0,0,0,0,0,0,57202,1,0,0.121762000024319,0.121762000024319,0
84,84,75,"h",749,57203,"Christian Fuchs","Sub",17,10,0,0,0,0,0,0,0,57200,0,0,0,0,0
84,84,77,"a",580,57206,"Costel Pantilimon","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0.725826978683472,0.725826978683472
84,84,77,"a",742,57207,"Billy Jones","DR",2,57,0,0,0,0,1,0,57218,0,0,0,0,0.0104473996907473,0.0104473996907473
84,84,77,"a",736,57208,"Younes Kaboul","DC",3,90,0,0,1,0.0272771008312702,1,0,0,0,0,0,0,0.702413022518158,0.702413022518158
84,84,77,"a",927,57209,"Sebastián Coates","DC",3,90,0,0,0,0,1,0,0,0,0,0,0,0.323819011449814,0.323819011449814
84,84,77,"a",730,57210,"Patrick van Aanholt","DL",4,90,0,0,0,0,0,0,0,0,0,0,0,0.358487993478775,0.358487993478775
84,84,77,"a",738,57211,"Lee Cattermole","DMC",7,29,0,0,0,0,0,0,57217,0,0,0,0,0.0121967000886798,0.0121967000886798
84,84,77,"a",929,57212,"Adam Johnson","MR",8,90,0,0,1,0.0121967000886798,0,0,0,0,5,1,0.552573978900909,0.370685011148453,0.358487993478775
84,84,77,"a",740,57213,"Sebastian Larsson","MC",9,90,0,0,1,0.0112551003694534,0,0,0,0,1,0,0.0121967000886798,0.725863993167877,0.702413022518158
84,84,77,"a",733,57214,"Jack Rodwell","MC",9,90,0,0,1,0.0503748990595341,1,0,0,0,1,0,0.0112551003694534,1.04967999458313,1.04967999458313
84,84,77,"a",781,57215,"Jeremain Lens","ML",10,90,0,0,1,0.0234145000576973,0,0,0,0,1,1,0.702413022518158,1.06184005737305,0.336014986038208
84,84,77,"a",735,57216,"Jermain Defoe","FW",15,90,1,0,3,0.520802974700928,0,0,0,0,1,0,0.0104473996907473,0.53125,0
84,84,77,"a",1034,57218,"Adam Matthews","Sub",17,33,0,0,0,0,0,0,0,57207,0,0,0,1.03749001026154,1.03749001026154
84,84,77,"a",930,57217,"Steven Fletcher","Sub",17,61,1,0,3,0.815513014793396,0,0,0,57211,0,0,0,0.712859988212585,0
85,85,79,"h",785,57274,"John Ruddy","GK",1,90,0,0,0,0,0,0,0,0,0,0,0,0.072488397359848,0.072488397359848
85,85,79,"h",926,57275,"Steven Whittaker","DR",2,90,0,0,2,0.0486824996769428,0,0,0,0,0,0,0,0.135736003518105,0.0870537012815475
85,85,79,"h",788,57277,"Russell Martin","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.0328458994626999,0.0328458994626999
85,85,79,"h",821,57276,"Sebastien Bassong","DC",3,90,0,0,0,0,0,0,0,0,0,0,0,0.0328458994626999,0.0328458994626999
85,85,79,"h",789,57278,"Robbie Brady","DL",4,90,0,0,3,0.085810199379921,0,0,0,0,2,0,0.0797306969761848,0.085632897913456,0.0117161003872752
